study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive,strategy_type,switching_intensity
8.63,5.71,6.21,4,kaggle_20k,0,1,5.138384698275862
4.06,11.92,9.91,1,kaggle_20k,0,1,10.726715517241379
4.6,2.22,9.17,3,kaggle_20k,1,1,1.9977607758620692
2.56,7.41,3.89,1,kaggle_20k,0,1,6.668201508620689
4.61,8.64,9.26,6,kaggle_20k,0,1,7.775068965517242
3.11,6.0,5.13,6,kaggle_20k,0,1,5.399353448275862
2.16,9.989999999999998,8.38,4,kaggle_20k,0,1,8.98992349137931
2.01,8.07,3.0,7,kaggle_20k,0,1,7.262130387931035
7.87,7.31,4.93,8,kaggle_20k,0,1,6.578212284482758
1.61,10.72,8.31,10,kaggle_20k,0,1,9.646844827586207
6.35,11.75,9.81,2,kaggle_20k,0,1,10.573733836206896
2.09,4.26,4.2,5,kaggle_20k,0,1,3.833540948275862
8.46,5.37,6.22,2,kaggle_20k,0,1,4.832421336206897
3.11,3.8,7.11,6,kaggle_20k,0,1,3.419590517241379
0.93,2.72,9.67,9,kaggle_20k,0,1,2.447706896551724
4.79,8.91,6.17,4,kaggle_20k,0,1,8.018039870689655
10.0,10.71,9.53,4,kaggle_20k,0,1,9.637845905172414
8.22,7.66,9.85,2,kaggle_20k,0,1,6.8931745689655175
5.92,3.85,9.59,5,kaggle_20k,0,1,3.4645851293103447
2.3,5.79,8.24,2,kaggle_20k,0,1,5.210376077586207
1.62,5.24,3.88,2,kaggle_20k,0,1,4.715435344827586
8.47,10.32,7.22,2,kaggle_20k,0,1,9.286887931034483
7.98,10.17,8.27,6,kaggle_20k,0,1,9.151904094827586
4.89,10.37,9.68,8,kaggle_20k,0,1,9.331882543103447
4.5,7.800000000000001,8.45,5,kaggle_20k,0,1,7.019159482758622
7.61,4.12,6.77,6,kaggle_20k,0,1,3.7075560344827587
5.59,5.5200000000000005,4.44,9,kaggle_20k,0,1,4.967405172413794
4.34,7.74,6.2,6,kaggle_20k,0,1,6.965165948275862
2.89,8.17,7.47,7,kaggle_20k,0,1,7.352119612068965
1.66,5.5600000000000005,5.27,4,kaggle_20k,0,1,5.003400862068966
6.15,10.94,6.2,2,kaggle_20k,0,1,9.844821120689655
8.35,9.7,3.12,10,kaggle_20k,0,1,8.72895474137931
7.59,10.44,9.15,3,kaggle_20k,0,1,9.394874999999999
7.12,12.35,3.24,5,kaggle_20k,0,1,11.113669181034483
9.32,3.02,5.87,9,kaggle_20k,1,1,2.717674568965517
4.25,4.75,6.58,6,kaggle_20k,0,1,4.274488146551724
1.8,0.77,9.81,7,kaggle_20k,0,1,0.6929170258620689
1.47,13.0,9.55,6,kaggle_20k,0,1,11.698599137931035
9.57,13.46,7.52,5,kaggle_20k,0,1,12.112549568965518
6.1,9.21,7.09,3,kaggle_20k,0,1,8.288007543103449
8.2,8.47,5.57,6,kaggle_20k,0,1,7.622087284482759
5.59,12.64,3.29,9,kaggle_20k,0,1,11.374637931034483
4.29,7.890000000000001,4.87,4,kaggle_20k,0,1,7.100149784482759
2.4,10.19,8.93,9,kaggle_20k,0,1,9.169901939655173
8.64,7.77,7.54,2,kaggle_20k,0,1,6.992162715517241
1.1,6.41,8.7,9,kaggle_20k,0,1,5.76830926724138
9.05,5.359999999999999,8.86,9,kaggle_20k,0,1,4.823422413793103
2.45,11.14,3.44,2,kaggle_20k,0,1,10.024799568965518
0.59,7.16,5.36,1,kaggle_20k,0,1,6.443228448275862
1.49,6.21,7.73,9,kaggle_20k,0,1,5.588330818965517
8.89,7.1,8.97,8,kaggle_20k,0,1,6.3892349137931035
1.2,9.03,8.61,8,kaggle_20k,0,1,8.126026939655171
3.87,1.5,5.96,8,kaggle_20k,0,1,1.3498383620689656
2.88,10.71,9.52,7,kaggle_20k,0,1,9.637845905172414
0.85,5.96,5.11,2,kaggle_20k,0,1,5.3633577586206895
5.55,12.82,5.63,7,kaggle_20k,0,1,11.53661853448276
9.98,7.34,4.27,1,kaggle_20k,0,1,6.605209051724138
8.6,6.84,4.59,4,kaggle_20k,0,1,6.155262931034483
2.1,8.69,3.06,3,kaggle_20k,0,1,7.820063577586207
8.9,7.42,5.16,5,kaggle_20k,0,1,6.677200431034483
4.79,4.22,5.15,5,kaggle_20k,0,1,3.7975452586206893
3.1,3.25,3.47,9,kaggle_20k,0,1,2.924649784482759
6.58,2.06,5.38,7,kaggle_20k,1,1,1.8537780172413794
2.56,10.98,5.11,7,kaggle_20k,0,1,9.880816810344827
8.86,1.35,8.59,1,kaggle_20k,1,1,1.214854525862069
6.43,6.33,4.09,3,kaggle_20k,0,1,5.696317887931034
1.79,6.87,8.08,7,kaggle_20k,0,1,6.182259698275862
5.92,5.7,3.91,3,kaggle_20k,0,1,5.129385775862069
5.35,6.66,6.47,9,kaggle_20k,0,1,5.993282327586207
4.98,7.609999999999999,8.15,10,kaggle_20k,0,1,6.848179956896551
3.97,8.97,7.25,4,kaggle_20k,0,1,8.072033405172414
5.0,2.54,7.52,9,kaggle_20k,0,1,2.285726293103448
6.07,10.32,4.44,5,kaggle_20k,0,1,9.286887931034483
7.47,5.14,8.79,9,kaggle_20k,0,1,4.625446120689655
9.22,9.3,9.66,10,kaggle_20k,0,1,8.368997844827588
0.92,6.31,4.08,9,kaggle_20k,0,1,5.678320043103448
5.91,10.54,9.22,1,kaggle_20k,0,1,9.48486422413793
7.64,9.33,5.78,1,kaggle_20k,0,1,8.395994612068966
1.6,7.24,7.89,3,kaggle_20k,0,1,6.515219827586207
9.16,1.35,6.55,1,kaggle_20k,1,1,1.214854525862069
2.83,1.72,8.55,2,kaggle_20k,0,1,1.5478146551724137
8.42,1.62,3.32,9,kaggle_20k,1,1,1.457825431034483
6.79,9.15,5.27,3,kaggle_20k,0,1,8.23401400862069
5.82,7.04,3.33,8,kaggle_20k,0,1,6.335241379310345
8.76,7.37,9.59,7,kaggle_20k,0,1,6.6322058189655175
9.71,11.01,4.19,3,kaggle_20k,0,1,9.907813577586207
9.97,8.42,5.97,10,kaggle_20k,0,1,7.577092672413793
6.99,4.71,7.49,1,kaggle_20k,0,1,4.238492456896552
3.72,8.25,6.23,8,kaggle_20k,0,1,7.42411099137931
8.81,10.6,6.76,1,kaggle_20k,0,1,9.53885775862069
6.72,13.77,4.43,8,kaggle_20k,0,1,12.391516163793103
3.57,11.07,3.47,10,kaggle_20k,0,1,9.961807112068966
9.36,10.5,4.8,3,kaggle_20k,0,1,9.44886853448276
7.6,4.970000000000001,5.22,5,kaggle_20k,0,1,4.472464439655173
4.8,10.12,5.91,7,kaggle_20k,0,1,9.10690948275862
4.82,6.05,5.07,4,kaggle_20k,0,1,5.4443480603448275
9.96,6.27,3.25,9,kaggle_20k,0,1,5.642324353448275
4.05,12.81,3.66,6,kaggle_20k,0,1,11.527619612068966
1.39,8.219999999999999,7.72,1,kaggle_20k,0,1,7.39711422413793
5.62,9.71,3.44,8,kaggle_20k,0,1,8.737953663793105
8.91,4.31,3.32,1,kaggle_20k,0,1,3.8785355603448273
6.05,7.77,8.68,7,kaggle_20k,0,1,6.992162715517241
8.03,0.86,3.29,6,kaggle_20k,1,1,0.7739073275862068
1.02,7.49,3.48,1,kaggle_20k,0,1,6.740192887931035
6.9,7.62,6.85,5,kaggle_20k,0,1,6.857178879310345
1.25,7.880000000000001,6.1,5,kaggle_20k,0,1,7.091150862068966
5.79,8.43,9.75,5,kaggle_20k,0,1,7.586091594827586
5.23,2.27,9.56,7,kaggle_20k,0,1,2.0427553879310345
9.48,6.88,7.62,6,kaggle_20k,0,1,6.191258620689655
1.76,8.58,3.5,3,kaggle_20k,0,1,7.721075431034483
0.59,2.01,6.52,2,kaggle_20k,0,1,1.8087834051724136
1.8,9.32,3.32,6,kaggle_20k,0,1,8.386995689655173
2.12,4.29,9.36,8,kaggle_20k,0,1,3.8605377155172413
2.88,6.2700000000000005,7.62,7,kaggle_20k,0,1,5.642324353448276
8.24,6.94,7.02,1,kaggle_20k,0,1,6.245252155172414
4.08,10.53,6.0,5,kaggle_20k,0,1,9.475865301724138
8.49,9.43,6.57,8,kaggle_20k,0,1,8.485983836206897
3.08,4.17,5.8,10,kaggle_20k,0,1,3.752550646551724
8.68,7.16,3.7,10,kaggle_20k,0,1,6.443228448275862
0.58,8.8,7.63,7,kaggle_20k,0,1,7.9190517241379315
9.38,13.47,9.97,3,kaggle_20k,0,1,12.121548491379311
7.59,3.27,3.79,7,kaggle_20k,1,1,2.9426476293103447
4.42,4.95,9.96,6,kaggle_20k,0,1,4.454466594827586
5.98,3.39,9.3,10,kaggle_20k,0,1,3.050634698275862
9.36,3.74,9.26,2,kaggle_20k,0,1,3.3655969827586207
6.03,9.7,8.82,10,kaggle_20k,0,1,8.72895474137931
2.67,3.99,9.46,4,kaggle_20k,0,1,3.5905700431034484
5.94,3.95,4.72,2,kaggle_20k,0,1,3.554574353448276
8.78,10.61,6.06,6,kaggle_20k,0,1,9.547856681034482
9.88,1.31,6.36,6,kaggle_20k,1,1,1.1788588362068966
6.05,8.47,3.48,1,kaggle_20k,0,1,7.622087284482759
1.98,5.790000000000001,9.87,3,kaggle_20k,0,1,5.210376077586208
7.83,4.21,7.83,3,kaggle_20k,0,1,3.7885463362068963
9.97,6.5,6.16,5,kaggle_20k,0,1,5.849299568965518
5.0,2.74,9.95,2,kaggle_20k,1,1,2.4657047413793105
4.15,8.03,4.91,1,kaggle_20k,0,1,7.226134698275861
5.75,5.550000000000001,5.36,2,kaggle_20k,0,1,4.994401939655173
2.07,7.13,4.34,4,kaggle_20k,0,1,6.416231681034483
9.73,9.34,4.31,9,kaggle_20k,0,1,8.404993534482758
8.46,3.32,4.32,9,kaggle_20k,0,1,2.98764224137931
1.57,7.779999999999999,7.28,5,kaggle_20k,0,1,7.001161637931034
9.48,2.03,5.06,1,kaggle_20k,1,1,1.8267812499999998
9.46,9.76,9.66,7,kaggle_20k,0,1,8.782948275862068
3.51,3.81,8.72,8,kaggle_20k,0,1,3.4285894396551724
6.38,10.18,4.13,6,kaggle_20k,0,1,9.16090301724138
1.55,12.23,8.84,4,kaggle_20k,0,1,11.005682112068966
1.3,6.66,5.42,8,kaggle_20k,0,1,5.993282327586207
5.27,3.55,4.59,8,kaggle_20k,0,1,3.1946174568965517
0.97,10.81,8.47,5,kaggle_20k,0,1,9.727835129310344
8.81,1.94,9.0,8,kaggle_20k,1,1,1.745790948275862
9.32,1.51,9.72,3,kaggle_20k,1,1,1.3588372844827585
1.14,5.79,5.94,10,kaggle_20k,0,1,5.210376077586207
0.95,6.69,6.93,5,kaggle_20k,0,1,6.020279094827586
2.6,3.91,7.3,1,kaggle_20k,0,1,3.5185786637931034
9.33,7.38,7.39,5,kaggle_20k,0,1,6.64120474137931
7.81,6.88,5.82,6,kaggle_20k,0,1,6.191258620689655
6.93,5.0,4.07,7,kaggle_20k,0,1,4.499461206896552
7.88,8.7,3.49,5,kaggle_20k,0,1,7.829062499999999
2.4,7.27,9.34,3,kaggle_20k,0,1,6.542216594827586
2.94,9.8,5.57,5,kaggle_20k,0,1,8.818943965517242
3.52,10.08,4.26,4,kaggle_20k,0,1,9.070913793103449
6.25,4.78,9.89,6,kaggle_20k,0,1,4.301484913793104
6.28,11.55,8.62,1,kaggle_20k,0,1,10.393755387931035
2.48,10.78,9.87,5,kaggle_20k,0,1,9.700838362068964
4.65,5.609999999999999,4.95,8,kaggle_20k,0,1,5.048395474137931
7.06,10.72,6.24,8,kaggle_20k,0,1,9.646844827586207
3.44,6.24,8.66,7,kaggle_20k,0,1,5.615327586206897
1.22,9.61,6.86,10,kaggle_20k,0,1,8.647964439655173
2.38,8.57,5.48,1,kaggle_20k,0,1,7.71207650862069
2.06,12.95,4.11,5,kaggle_20k,0,1,11.653604525862068
6.5,8.780000000000001,6.93,6,kaggle_20k,0,1,7.9010538793103455
1.15,5.81,7.19,6,kaggle_20k,0,1,5.228373922413793
8.91,1.81,8.05,9,kaggle_20k,1,1,1.6288049568965517
1.3,6.43,8.53,1,kaggle_20k,0,1,5.7863071120689655
6.18,9.84,3.83,9,kaggle_20k,0,1,8.854939655172414
9.33,5.83,7.4,9,kaggle_20k,0,1,5.24637176724138
1.09,12.97,8.47,2,kaggle_20k,0,1,11.671602370689655
4.14,7.15,5.72,2,kaggle_20k,0,1,6.43422952586207
3.62,6.63,4.93,1,kaggle_20k,0,1,5.9662855603448275
3.77,9.94,6.36,1,kaggle_20k,0,1,8.944928879310345
6.2,10.01,5.17,6,kaggle_20k,0,1,9.007921336206897
2.99,5.66,6.57,9,kaggle_20k,0,1,5.093390086206897
0.76,4.09,5.16,8,kaggle_20k,0,1,3.6805592672413794
9.64,9.22,5.96,7,kaggle_20k,0,1,8.297006465517242
7.61,11.53,9.41,1,kaggle_20k,0,1,10.375757543103449
1.78,5.48,9.42,7,kaggle_20k,0,1,4.931409482758621
4.82,11.36,9.95,4,kaggle_20k,0,1,10.222775862068964
1.1,8.15,6.4,6,kaggle_20k,0,1,7.334121767241379
0.76,2.36,4.18,1,kaggle_20k,0,1,2.123745689655172
0.95,8.379999999999999,9.22,9,kaggle_20k,0,1,7.54109698275862
7.68,9.239999999999998,7.18,8,kaggle_20k,0,1,8.315004310344825
4.73,6.87,8.23,7,kaggle_20k,0,1,6.182259698275862
8.52,6.539999999999999,4.14,3,kaggle_20k,0,1,5.885295258620689
3.4,8.17,5.24,9,kaggle_20k,0,1,7.352119612068965
7.87,9.15,4.93,5,kaggle_20k,0,1,8.23401400862069
1.24,5.3100000000000005,6.92,5,kaggle_20k,0,1,4.778427801724138
6.53,8.23,9.98,5,kaggle_20k,0,1,7.406113146551725
3.93,8.55,7.29,10,kaggle_20k,0,1,7.694078663793104
3.13,5.38,7.01,4,kaggle_20k,0,1,4.84142025862069
8.24,4.78,8.31,6,kaggle_20k,0,1,4.301484913793104
0.99,4.72,5.3,3,kaggle_20k,0,1,4.247491379310344
9.52,7.91,4.77,9,kaggle_20k,0,1,7.118147629310345
7.96,1.2400000000000002,8.87,4,kaggle_20k,1,1,1.115866379310345
3.88,12.35,9.72,7,kaggle_20k,0,1,11.113669181034483
9.92,4.53,5.95,7,kaggle_20k,0,1,4.0765118534482765
2.42,7.710000000000001,3.29,10,kaggle_20k,0,1,6.938169181034484
4.32,10.34,4.25,9,kaggle_20k,0,1,9.304885775862068
8.91,3.81,9.0,1,kaggle_20k,0,1,3.4285894396551724
9.97,7.31,3.85,1,kaggle_20k,0,1,6.578212284482758
2.77,8.6,8.34,9,kaggle_20k,0,1,7.739073275862069
7.56,4.78,7.34,9,kaggle_20k,0,1,4.301484913793104
3.4,12.21,8.09,4,kaggle_20k,0,1,10.98768426724138
7.78,7.45,4.8,5,kaggle_20k,0,1,6.704197198275862
1.69,2.94,3.13,9,kaggle_20k,0,1,2.6456831896551725
3.69,2.2,3.28,8,kaggle_20k,0,1,1.9797629310344829
1.21,8.2,8.07,9,kaggle_20k,0,1,7.379116379310344
5.17,7.109999999999999,7.29,10,kaggle_20k,0,1,6.398233836206896
7.16,7.58,8.88,4,kaggle_20k,0,1,6.821183189655173
4.1,6.82,5.79,10,kaggle_20k,0,1,6.137265086206897
6.34,8.790000000000001,6.89,8,kaggle_20k,0,1,7.910052801724139
5.91,1.38,8.48,2,kaggle_20k,1,1,1.2418512931034482
3.3,6.7,6.48,7,kaggle_20k,0,1,6.02927801724138
5.12,6.83,9.95,4,kaggle_20k,0,1,6.1462640086206894
1.16,8.5,8.2,2,kaggle_20k,0,1,7.649084051724138
4.87,10.34,7.78,2,kaggle_20k,0,1,9.304885775862068
4.85,10.87,8.61,10,kaggle_20k,0,1,9.781828663793103
0.77,5.13,8.44,8,kaggle_20k,0,1,4.616447198275862
5.38,7.779999999999999,4.54,7,kaggle_20k,0,1,7.001161637931034
7.51,6.24,4.47,7,kaggle_20k,0,1,5.615327586206897
4.8,10.86,7.24,4,kaggle_20k,0,1,9.77282974137931
6.64,2.6300000000000003,6.05,5,kaggle_20k,1,1,2.3667165948275866
5.56,7.640000000000001,9.1,9,kaggle_20k,0,1,6.875176724137932
7.96,2.54,5.03,7,kaggle_20k,1,1,2.285726293103448
5.39,9.64,5.32,10,kaggle_20k,0,1,8.674961206896553
3.65,4.33,4.16,1,kaggle_20k,0,1,3.8965334051724136
8.36,9.69,9.87,3,kaggle_20k,0,1,8.719955818965516
1.14,2.74,3.81,6,kaggle_20k,0,1,2.4657047413793105
3.25,7.18,9.88,7,kaggle_20k,0,1,6.461226293103448
6.12,0.6599999999999999,7.94,3,kaggle_20k,0,1,0.5939288793103448
8.63,9.34,3.62,3,kaggle_20k,0,1,8.404993534482758
1.19,6.16,4.06,4,kaggle_20k,0,1,5.5433362068965515
1.41,4.08,5.29,9,kaggle_20k,0,1,3.6715603448275864
3.18,8.14,4.82,3,kaggle_20k,0,1,7.325122844827587
3.77,7.1,9.81,8,kaggle_20k,0,1,6.3892349137931035
8.51,6.22,7.29,2,kaggle_20k,0,1,5.59732974137931
9.61,11.05,3.52,9,kaggle_20k,0,1,9.94380926724138
0.66,2.53,6.68,9,kaggle_20k,0,1,2.276727370689655
0.65,9.47,9.28,7,kaggle_20k,0,1,8.52197952586207
8.72,9.14,5.91,6,kaggle_20k,0,1,8.225015086206897
1.79,12.73,7.66,5,kaggle_20k,0,1,11.45562823275862
3.72,4.87,8.41,5,kaggle_20k,0,1,4.382475215517242
3.11,11.2,4.3,2,kaggle_20k,0,1,10.078793103448275
3.18,7.550000000000001,8.99,5,kaggle_20k,0,1,6.794186422413794
3.62,6.859999999999999,6.14,4,kaggle_20k,0,1,6.173260775862069
3.69,6.93,3.4,4,kaggle_20k,0,1,6.23625323275862
6.39,8.59,9.15,1,kaggle_20k,0,1,7.730074353448276
6.47,1.42,6.95,4,kaggle_20k,1,1,1.2778469827586205
5.47,11.08,4.39,9,kaggle_20k,0,1,9.97080603448276
8.66,9.93,5.22,6,kaggle_20k,0,1,8.935929956896551
8.53,5.640000000000001,6.99,6,kaggle_20k,0,1,5.075392241379311
2.56,3.58,5.62,9,kaggle_20k,0,1,3.221614224137931
5.66,9.11,4.63,10,kaggle_20k,0,1,8.198018318965516
7.95,11.55,6.36,7,kaggle_20k,0,1,10.393755387931035
8.74,11.18,4.3,2,kaggle_20k,0,1,10.06079525862069
2.92,5.86,4.72,10,kaggle_20k,0,1,5.273368534482759
5.19,6.16,8.79,1,kaggle_20k,0,1,5.5433362068965515
5.49,3.95,4.6,1,kaggle_20k,0,1,3.554574353448276
7.15,3.78,7.87,3,kaggle_20k,0,1,3.401592672413793
3.64,4.97,4.75,4,kaggle_20k,0,1,4.472464439655172
3.29,7.83,4.49,9,kaggle_20k,0,1,7.04615625
7.2,5.74,4.76,3,kaggle_20k,0,1,5.165381465517242
4.29,7.37,6.28,6,kaggle_20k,0,1,6.6322058189655175
0.54,7.74,4.02,7,kaggle_20k,0,1,6.965165948275862
9.41,10.4,3.75,4,kaggle_20k,0,1,9.358879310344827
1.92,0.72,8.3,3,kaggle_20k,0,1,0.6479224137931034
1.91,7.12,3.16,3,kaggle_20k,0,1,6.407232758620689
8.27,8.57,5.7,7,kaggle_20k,0,1,7.71207650862069
3.69,11.59,5.77,2,kaggle_20k,0,1,10.429751077586207
3.62,5.18,9.25,4,kaggle_20k,0,1,4.661441810344828
6.41,12.18,8.42,10,kaggle_20k,0,1,10.9606875
1.06,8.25,6.57,4,kaggle_20k,0,1,7.42411099137931
2.75,8.83,6.36,9,kaggle_20k,0,1,7.946048491379311
1.01,5.35,6.96,8,kaggle_20k,0,1,4.81442349137931
3.27,6.529999999999999,5.5,2,kaggle_20k,0,1,5.876296336206896
8.76,0.35,7.91,6,kaggle_20k,1,1,0.3149622844827586
9.14,11.66,7.8,4,kaggle_20k,0,1,10.49274353448276
3.44,6.199999999999999,7.02,4,kaggle_20k,0,1,5.579331896551723
2.28,4.96,3.4,3,kaggle_20k,0,1,4.463465517241379
1.79,5.78,3.89,4,kaggle_20k,0,1,5.201377155172414
4.25,11.97,3.27,9,kaggle_20k,0,1,10.771710129310346
8.35,7.46,8.03,1,kaggle_20k,0,1,6.7131961206896555
8.6,11.9,6.34,5,kaggle_20k,0,1,10.708717672413794
0.94,3.4800000000000004,9.68,7,kaggle_20k,0,1,3.1316250000000005
2.49,7.26,9.67,8,kaggle_20k,0,1,6.533217672413793
2.43,11.54,8.59,3,kaggle_20k,0,1,10.38475646551724
8.37,6.569999999999999,6.1,2,kaggle_20k,0,1,5.912292025862069
4.83,8.190000000000001,5.21,4,kaggle_20k,0,1,7.370117456896553
4.0,9.02,4.41,9,kaggle_20k,0,1,8.11702801724138
9.59,1.19,4.63,7,kaggle_20k,0,1,1.0708717672413792
9.29,9.22,9.93,2,kaggle_20k,0,1,8.297006465517242
4.68,11.25,6.71,5,kaggle_20k,0,1,10.123787715517242
1.72,6.640000000000001,3.09,9,kaggle_20k,0,1,5.975284482758621
2.12,4.59,3.31,2,kaggle_20k,0,1,4.130505387931034
1.56,6.699999999999999,6.21,7,kaggle_20k,0,1,6.029278017241379
6.96,4.4,6.1,8,kaggle_20k,0,1,3.9595258620689657
5.77,5.819999999999999,5.84,10,kaggle_20k,0,1,5.237372844827585
5.79,6.63,8.77,3,kaggle_20k,0,1,5.9662855603448275
1.43,7.98,7.92,9,kaggle_20k,0,1,7.181140086206897
8.04,6.91,3.75,8,kaggle_20k,0,1,6.218255387931035
5.59,8.81,5.54,2,kaggle_20k,0,1,7.928050646551725
1.36,8.91,7.18,6,kaggle_20k,0,1,8.018039870689655
7.6,3.04,5.68,2,kaggle_20k,1,1,2.7356724137931034
9.82,9.4,4.46,8,kaggle_20k,0,1,8.458987068965518
4.69,6.109999999999999,7.4,9,kaggle_20k,0,1,5.498341594827585
1.6,6.1,7.22,1,kaggle_20k,0,1,5.489342672413793
1.46,10.92,9.82,4,kaggle_20k,0,1,9.826823275862068
0.75,8.620000000000001,6.93,10,kaggle_20k,0,1,7.757071120689656
7.82,3.18,9.12,6,kaggle_20k,1,1,2.861657327586207
7.09,2.69,9.64,2,kaggle_20k,1,1,2.420710129310345
6.05,6.550000000000001,6.04,5,kaggle_20k,0,1,5.894294181034484
7.77,4.74,3.37,3,kaggle_20k,0,1,4.265489224137931
9.99,11.37,4.0,4,kaggle_20k,0,1,10.231774784482758
4.32,1.6,6.53,3,kaggle_20k,1,1,1.4398275862068965
7.21,10.71,9.25,10,kaggle_20k,0,1,9.637845905172414
4.08,7.43,7.58,5,kaggle_20k,0,1,6.686199353448275
3.84,11.21,4.41,8,kaggle_20k,0,1,10.08779202586207
8.58,9.66,7.91,6,kaggle_20k,0,1,8.692959051724138
5.96,6.16,9.26,8,kaggle_20k,0,1,5.5433362068965515
1.65,10.61,3.21,1,kaggle_20k,0,1,9.547856681034482
4.33,5.24,4.7,4,kaggle_20k,0,1,4.715435344827586
8.07,7.04,4.07,8,kaggle_20k,0,1,6.335241379310345
9.43,6.48,8.49,8,kaggle_20k,0,1,5.831301724137932
6.34,1.82,9.24,9,kaggle_20k,0,1,1.6378038793103449
4.25,10.86,6.88,6,kaggle_20k,0,1,9.77282974137931
2.89,9.68,8.94,1,kaggle_20k,0,1,8.710956896551723
4.51,13.35,7.6,7,kaggle_20k,0,1,12.013561422413792
5.87,9.97,7.6,4,kaggle_20k,0,1,8.971925646551725
0.54,9.43,7.06,5,kaggle_20k,0,1,8.485983836206897
3.05,9.15,3.35,2,kaggle_20k,0,1,8.23401400862069
6.88,10.28,9.56,6,kaggle_20k,0,1,9.25089224137931
6.9,7.47,5.49,10,kaggle_20k,0,1,6.722195043103448
6.7,8.87,8.62,5,kaggle_20k,0,1,7.982044181034482
9.52,10.76,8.67,8,kaggle_20k,0,1,9.68284051724138
5.9,9.86,9.76,3,kaggle_20k,0,1,8.872937499999999
3.06,2.19,5.29,5,kaggle_20k,0,1,1.9707640086206897
8.21,7.66,9.98,9,kaggle_20k,0,1,6.8931745689655175
4.2,4.949999999999999,5.1,6,kaggle_20k,0,1,4.4544665948275854
2.77,5.67,6.16,3,kaggle_20k,0,1,5.10238900862069
5.79,5.75,7.94,4,kaggle_20k,0,1,5.174380387931034
3.25,8.93,4.08,6,kaggle_20k,0,1,8.03603771551724
4.26,5.4,4.86,3,kaggle_20k,0,1,4.859418103448276
7.08,8.459999999999999,8.1,7,kaggle_20k,0,1,7.613088362068964
9.96,3.22,9.82,9,kaggle_20k,1,1,2.8976530172413795
6.62,6.59,8.13,6,kaggle_20k,0,1,5.930289870689655
3.13,6.52,9.04,10,kaggle_20k,0,1,5.867297413793103
1.36,11.22,3.26,7,kaggle_20k,0,1,10.096790948275862
3.94,8.74,7.04,9,kaggle_20k,0,1,7.865058189655173
0.68,6.09,9.4,8,kaggle_20k,0,1,5.48034375
4.92,5.15,7.78,1,kaggle_20k,0,1,4.634445043103448
6.77,7.790000000000001,7.74,10,kaggle_20k,0,1,7.010160560344828
5.36,11.07,4.42,1,kaggle_20k,0,1,9.961807112068966
8.72,3.45,9.03,8,kaggle_20k,0,1,3.1046282327586208
5.19,7.31,9.06,4,kaggle_20k,0,1,6.578212284482758
4.89,9.78,7.3,1,kaggle_20k,0,1,8.800946120689655
3.44,9.16,5.99,8,kaggle_20k,0,1,8.243012931034484
8.46,10.84,8.77,6,kaggle_20k,0,1,9.754831896551725
9.08,10.58,6.25,8,kaggle_20k,0,1,9.520859913793103
9.79,12.1,8.76,5,kaggle_20k,0,1,10.888696120689655
9.82,11.42,6.39,9,kaggle_20k,0,1,10.276769396551725
9.81,6.97,7.06,10,kaggle_20k,0,1,6.272248922413793
7.26,7.69,8.24,6,kaggle_20k,0,1,6.920171336206897
5.85,6.86,4.85,7,kaggle_20k,0,1,6.17326077586207
2.14,4.53,4.73,5,kaggle_20k,0,1,4.0765118534482765
7.79,4.48,7.67,1,kaggle_20k,0,1,4.03151724137931
7.48,13.15,9.68,9,kaggle_20k,0,1,11.833582974137931
8.5,5.69,6.12,5,kaggle_20k,0,1,5.120386853448276
4.89,9.99,9.29,10,kaggle_20k,0,1,8.98992349137931
8.98,6.880000000000001,6.63,3,kaggle_20k,0,1,6.191258620689656
7.33,9.77,9.82,1,kaggle_20k,0,1,8.791947198275862
2.13,6.08,8.54,3,kaggle_20k,0,1,5.471344827586207
2.47,6.51,9.02,2,kaggle_20k,0,1,5.85829849137931
8.24,5.0,7.76,4,kaggle_20k,0,1,4.499461206896552
4.54,12.16,9.08,8,kaggle_20k,0,1,10.942689655172414
2.87,8.0,7.15,1,kaggle_20k,0,1,7.199137931034483
4.51,5.86,6.97,9,kaggle_20k,0,1,5.273368534482759
2.03,6.18,9.12,9,kaggle_20k,0,1,5.561334051724137
8.97,8.120000000000001,3.11,8,kaggle_20k,0,1,7.307125000000001
1.18,11.38,6.35,1,kaggle_20k,0,1,10.240773706896553
3.86,0.59,9.09,8,kaggle_20k,0,1,0.530936422413793
5.79,8.49,4.37,9,kaggle_20k,0,1,7.640085129310345
8.8,9.88,9.71,9,kaggle_20k,0,1,8.890935344827588
7.92,6.16,8.18,7,kaggle_20k,0,1,5.5433362068965515
0.71,11.93,8.34,9,kaggle_20k,0,1,10.735714439655172
8.34,4.16,7.66,8,kaggle_20k,0,1,3.743551724137931
6.56,7.07,6.13,4,kaggle_20k,0,1,6.362238146551724
1.77,5.23,6.23,2,kaggle_20k,0,1,4.706436422413794
6.37,7.38,8.87,3,kaggle_20k,0,1,6.64120474137931
8.27,4.8100000000000005,3.97,4,kaggle_20k,0,1,4.328481681034483
6.22,6.84,6.65,7,kaggle_20k,0,1,6.155262931034483
9.99,5.23,5.17,2,kaggle_20k,0,1,4.706436422413794
5.32,5.09,9.89,2,kaggle_20k,0,1,4.58045150862069
6.89,9.65,3.03,1,kaggle_20k,0,1,8.683960129310345
