study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive
7.55,11.12,7.96,10,kaggle_20k,1
8.5,10.32,9.41,8,kaggle_20k,1
2.22,4.09,9.76,6,kaggle_20k,1
2.62,11.120000000000001,7.63,4,kaggle_20k,0
8.69,5.84,7.02,5,kaggle_20k,0
5.11,4.949999999999999,3.64,10,kaggle_20k,0
4.8,2.8200000000000003,3.14,8,kaggle_20k,0
5.19,7.870000000000001,9.9,9,kaggle_20k,0
2.15,3.49,4.92,4,kaggle_20k,0
6.46,9.53,3.51,2,kaggle_20k,1
8.18,1.4300000000000002,6.77,7,kaggle_20k,1
8.45,9.25,5.19,5,kaggle_20k,1
0.79,5.26,5.5,5,kaggle_20k,0
7.29,6.720000000000001,5.48,1,kaggle_20k,1
1.37,2.54,4.74,4,kaggle_20k,0
9.69,2.14,9.77,10,kaggle_20k,1
5.08,5.5,4.86,7,kaggle_20k,0
7.87,5.35,6.9,4,kaggle_20k,1
6.41,11.940000000000001,4.67,1,kaggle_20k,0
9.54,11.059999999999999,8.33,3,kaggle_20k,1
9.75,5.84,4.6,8,kaggle_20k,1
3.15,12.29,7.3,4,kaggle_20k,1
5.09,9.3,8.84,7,kaggle_20k,0
5.29,3.87,4.9,3,kaggle_20k,0
2.19,2.96,8.62,6,kaggle_20k,1
9.09,10.96,3.65,8,kaggle_20k,1
3.82,9.280000000000001,3.81,5,kaggle_20k,0
1.33,6.6899999999999995,5.8,6,kaggle_20k,0
1.97,2.42,5.85,5,kaggle_20k,0
5.38,5.56,6.62,7,kaggle_20k,1
8.88,5.83,3.17,1,kaggle_20k,1
6.47,8.91,3.82,6,kaggle_20k,0
2.54,5.83,3.07,7,kaggle_20k,0
3.32,3.79,9.68,7,kaggle_20k,1
9.77,10.4,5.19,7,kaggle_20k,1
1.0,7.82,7.82,7,kaggle_20k,0
9.95,9.36,7.26,8,kaggle_20k,1
9.11,7.02,8.07,1,kaggle_20k,1
6.95,11.14,9.18,10,kaggle_20k,1
9.46,5.03,4.63,2,kaggle_20k,1
1.95,6.11,5.98,1,kaggle_20k,0
9.45,7.380000000000001,5.3,4,kaggle_20k,1
2.52,2.2300000000000004,3.58,5,kaggle_20k,0
5.69,3.17,3.22,5,kaggle_20k,0
5.14,4.65,8.35,6,kaggle_20k,0
5.37,4.7700000000000005,3.9,9,kaggle_20k,0
3.04,7.989999999999999,3.11,4,kaggle_20k,0
7.92,4.32,6.07,4,kaggle_20k,1
7.55,5.74,5.26,9,kaggle_20k,1
9.56,10.16,3.46,3,kaggle_20k,1
5.32,6.58,3.36,9,kaggle_20k,0
5.71,4.78,9.39,6,kaggle_20k,1
9.08,7.84,9.58,6,kaggle_20k,1
9.23,8.379999999999999,6.38,2,kaggle_20k,1
6.67,3.26,8.94,9,kaggle_20k,1
8.29,4.9799999999999995,8.6,5,kaggle_20k,1
5.3,5.71,7.06,6,kaggle_20k,0
4.19,10.629999999999999,8.26,7,kaggle_20k,0
8.71,12.02,9.51,1,kaggle_20k,1
7.88,3.9000000000000004,6.96,6,kaggle_20k,1
2.8,8.04,6.58,5,kaggle_20k,0
0.95,6.710000000000001,3.02,7,kaggle_20k,0
5.87,9.41,6.79,1,kaggle_20k,0
8.5,11.4,8.72,5,kaggle_20k,1
2.85,3.17,8.33,1,kaggle_20k,1
7.79,4.68,7.52,2,kaggle_20k,1
4.43,9.73,3.17,6,kaggle_20k,0
3.69,7.88,9.48,5,kaggle_20k,1
2.14,6.109999999999999,6.0,8,kaggle_20k,0
9.38,6.7,7.0,9,kaggle_20k,1
2.64,7.26,5.78,10,kaggle_20k,0
3.15,9.75,5.44,5,kaggle_20k,0
3.65,3.0,6.57,6,kaggle_20k,0
3.2,2.37,6.46,8,kaggle_20k,0
2.05,4.18,5.49,6,kaggle_20k,0
3.87,5.1,8.63,1,kaggle_20k,0
4.98,6.24,3.35,3,kaggle_20k,0
5.74,3.68,3.82,2,kaggle_20k,0
1.99,7.42,3.58,1,kaggle_20k,0
7.9,6.539999999999999,6.95,1,kaggle_20k,1
3.46,3.48,5.89,4,kaggle_20k,0
9.22,7.73,6.16,2,kaggle_20k,1
3.63,6.0600000000000005,7.04,2,kaggle_20k,1
8.7,8.01,5.27,3,kaggle_20k,1
3.85,5.640000000000001,4.28,6,kaggle_20k,0
5.31,6.21,5.15,3,kaggle_20k,1
4.04,9.739999999999998,9.96,6,kaggle_20k,1
4.18,8.73,9.67,2,kaggle_20k,0
6.38,7.279999999999999,9.7,2,kaggle_20k,1
7.08,11.379999999999999,3.19,7,kaggle_20k,1
8.77,8.4,3.63,8,kaggle_20k,1
5.91,5.51,3.32,7,kaggle_20k,0
2.56,7.18,8.71,8,kaggle_20k,0
9.9,11.46,9.94,2,kaggle_20k,1
7.0,6.489999999999999,6.8,9,kaggle_20k,0
4.06,6.76,7.91,9,kaggle_20k,0
9.7,5.35,5.47,7,kaggle_20k,1
9.61,7.16,8.36,3,kaggle_20k,1
1.26,7.9799999999999995,7.59,6,kaggle_20k,0
0.69,2.72,8.61,5,kaggle_20k,0
0.92,7.85,6.5,4,kaggle_20k,0
7.01,8.66,4.36,6,kaggle_20k,0
7.25,7.37,6.33,7,kaggle_20k,1
7.38,2.45,5.18,9,kaggle_20k,1
6.49,6.27,7.86,1,kaggle_20k,1
3.21,7.3100000000000005,3.96,5,kaggle_20k,0
2.09,2.09,5.32,1,kaggle_20k,0
9.31,5.09,3.05,8,kaggle_20k,1
9.17,6.51,8.71,1,kaggle_20k,1
2.8,7.01,5.85,2,kaggle_20k,0
2.1,5.58,8.43,10,kaggle_20k,0
4.07,10.399999999999999,3.68,10,kaggle_20k,0
0.96,4.29,4.36,10,kaggle_20k,0
2.04,5.96,8.95,7,kaggle_20k,0
4.11,4.38,7.17,1,kaggle_20k,0
2.77,6.210000000000001,3.04,4,kaggle_20k,0
7.5,8.11,9.34,9,kaggle_20k,1
9.1,5.43,9.88,1,kaggle_20k,1
9.14,3.55,7.63,8,kaggle_20k,1
6.24,2.88,8.09,2,kaggle_20k,1
7.18,9.19,3.94,9,kaggle_20k,0
5.19,7.38,8.36,6,kaggle_20k,1
1.89,10.11,3.69,10,kaggle_20k,0
6.53,8.28,9.23,1,kaggle_20k,1
3.82,6.13,6.53,10,kaggle_20k,0
0.56,6.45,3.99,8,kaggle_20k,0
5.96,7.09,3.62,6,kaggle_20k,0
2.38,4.11,6.08,8,kaggle_20k,0
8.92,7.119999999999999,3.04,6,kaggle_20k,1
9.37,6.300000000000001,9.73,9,kaggle_20k,1
2.04,5.34,4.19,2,kaggle_20k,0
0.78,6.99,5.94,3,kaggle_20k,0
0.54,1.8800000000000001,7.25,8,kaggle_20k,0
9.17,8.24,7.72,3,kaggle_20k,1
1.94,6.08,6.95,3,kaggle_20k,0
4.64,9.74,4.25,5,kaggle_20k,0
1.04,1.32,6.3,6,kaggle_20k,0
4.05,12.21,5.26,10,kaggle_20k,0
7.96,6.46,3.63,6,kaggle_20k,1
4.36,6.65,5.71,8,kaggle_20k,0
7.87,7.58,7.26,5,kaggle_20k,1
7.04,9.47,3.71,10,kaggle_20k,0
5.41,4.66,4.15,9,kaggle_20k,0
7.51,5.04,3.6,7,kaggle_20k,0
8.85,2.98,3.01,3,kaggle_20k,1
8.03,5.69,9.56,9,kaggle_20k,1
7.07,3.74,8.87,5,kaggle_20k,1
7.17,7.14,4.62,1,kaggle_20k,0
2.03,7.449999999999999,7.04,6,kaggle_20k,0
9.53,3.54,8.61,5,kaggle_20k,1
2.45,10.58,5.57,4,kaggle_20k,0
3.82,7.050000000000001,8.17,4,kaggle_20k,0
5.42,6.25,9.08,9,kaggle_20k,0
1.7,7.25,6.49,6,kaggle_20k,0
6.14,2.57,9.22,6,kaggle_20k,1
2.24,5.91,4.47,2,kaggle_20k,0
9.27,11.260000000000002,9.31,7,kaggle_20k,1
8.94,7.02,8.64,1,kaggle_20k,1
5.67,6.33,8.88,1,kaggle_20k,1
4.77,6.77,3.03,4,kaggle_20k,0
1.47,7.08,7.65,5,kaggle_20k,0
8.32,10.19,5.8,8,kaggle_20k,1
4.1,1.0899999999999999,7.23,6,kaggle_20k,0
2.84,11.23,3.59,8,kaggle_20k,0
9.96,11.969999999999999,4.66,6,kaggle_20k,1
6.85,5.68,5.46,8,kaggle_20k,1
1.2,8.74,8.03,4,kaggle_20k,0
8.11,6.44,6.87,4,kaggle_20k,0
7.63,2.92,3.1,5,kaggle_20k,1
4.31,6.9799999999999995,5.34,6,kaggle_20k,0
1.68,5.1,9.58,8,kaggle_20k,0
5.23,6.98,4.26,7,kaggle_20k,0
7.75,6.26,4.66,5,kaggle_20k,0
1.22,5.87,5.15,4,kaggle_20k,0
2.05,2.15,4.88,3,kaggle_20k,0
6.38,9.530000000000001,3.85,9,kaggle_20k,0
5.82,3.63,5.19,1,kaggle_20k,0
9.1,9.39,6.78,1,kaggle_20k,1
8.24,6.78,7.73,1,kaggle_20k,1
9.23,9.1,7.5,9,kaggle_20k,1
4.93,2.22,4.14,2,kaggle_20k,1
7.98,7.78,7.3,3,kaggle_20k,1
0.96,8.69,5.51,7,kaggle_20k,0
3.3,3.33,8.75,7,kaggle_20k,0
6.62,11.5,5.54,1,kaggle_20k,1
7.75,7.840000000000001,9.84,8,kaggle_20k,1
5.92,5.17,7.3,6,kaggle_20k,1
5.07,4.33,6.0,5,kaggle_20k,1
2.72,3.15,6.52,8,kaggle_20k,0
2.15,5.71,4.23,9,kaggle_20k,0
8.82,13.34,7.76,6,kaggle_20k,1
1.85,1.97,9.74,8,kaggle_20k,0
4.64,9.59,6.6,6,kaggle_20k,0
8.94,5.92,9.95,7,kaggle_20k,1
1.9,10.07,4.05,6,kaggle_20k,0
1.71,5.300000000000001,7.46,8,kaggle_20k,0
7.08,2.8600000000000003,7.75,1,kaggle_20k,1
3.65,7.42,5.18,4,kaggle_20k,0
4.64,3.77,5.46,5,kaggle_20k,0
6.44,5.42,9.62,7,kaggle_20k,1
4.1,9.14,7.28,10,kaggle_20k,1
8.1,5.48,8.47,1,kaggle_20k,1
9.71,6.93,8.08,3,kaggle_20k,1
9.36,0.48,7.28,6,kaggle_20k,1
5.68,7.9399999999999995,3.34,8,kaggle_20k,0
3.87,4.42,7.64,6,kaggle_20k,0
4.62,7.71,5.41,8,kaggle_20k,0
3.64,6.720000000000001,6.28,7,kaggle_20k,0
4.7,6.37,8.96,8,kaggle_20k,0
0.62,5.03,9.78,7,kaggle_20k,0
1.02,7.36,7.86,9,kaggle_20k,0
7.83,10.030000000000001,4.62,2,kaggle_20k,1
3.68,1.3900000000000001,5.22,5,kaggle_20k,0
8.05,8.64,3.97,10,kaggle_20k,0
5.06,7.6000000000000005,7.06,8,kaggle_20k,1
8.16,6.98,9.51,9,kaggle_20k,1
6.8,9.9,8.68,1,kaggle_20k,1
2.41,11.31,6.81,1,kaggle_20k,1
4.75,7.5200000000000005,9.59,8,kaggle_20k,0
7.19,3.71,9.28,8,kaggle_20k,1
3.64,5.71,5.53,8,kaggle_20k,0
2.34,10.2,6.85,9,kaggle_20k,0
5.63,2.99,5.07,5,kaggle_20k,0
3.1,6.22,3.06,7,kaggle_20k,0
6.15,5.54,6.16,3,kaggle_20k,1
3.08,1.3900000000000001,8.25,6,kaggle_20k,1
9.11,2.78,7.44,9,kaggle_20k,1
3.77,4.51,9.49,10,kaggle_20k,1
9.12,6.08,7.8,2,kaggle_20k,1
3.16,5.56,3.99,6,kaggle_20k,0
6.24,5.74,4.87,6,kaggle_20k,0
1.74,10.879999999999999,3.88,8,kaggle_20k,0
7.89,7.93,8.56,8,kaggle_20k,1
2.4,10.41,9.65,10,kaggle_20k,0
8.71,7.98,4.58,10,kaggle_20k,0
4.8,5.5200000000000005,8.36,8,kaggle_20k,0
1.4,7.93,6.06,1,kaggle_20k,0
3.95,2.38,5.49,10,kaggle_20k,0
7.91,7.949999999999999,9.91,6,kaggle_20k,1
1.22,8.06,5.42,5,kaggle_20k,0
6.44,11.65,7.63,2,kaggle_20k,1
5.32,6.48,7.99,10,kaggle_20k,1
3.44,6.89,8.41,8,kaggle_20k,1
7.68,8.41,9.03,4,kaggle_20k,1
1.0,5.87,6.96,6,kaggle_20k,0
5.23,12.129999999999999,7.23,10,kaggle_20k,0
5.32,7.140000000000001,7.98,7,kaggle_20k,0
1.32,6.09,4.04,2,kaggle_20k,0
1.79,10.620000000000001,4.4,9,kaggle_20k,0
4.39,3.86,8.35,5,kaggle_20k,1
5.6,8.379999999999999,3.94,4,kaggle_20k,1
1.01,7.290000000000001,7.82,4,kaggle_20k,0
0.61,6.01,3.23,8,kaggle_20k,0
2.33,4.34,5.36,2,kaggle_20k,0
5.13,8.34,7.64,2,kaggle_20k,0
0.88,9.23,7.95,4,kaggle_20k,0
7.47,12.06,7.41,7,kaggle_20k,1
1.94,8.29,6.09,5,kaggle_20k,1
7.84,7.78,4.78,10,kaggle_20k,1
2.44,1.29,7.29,7,kaggle_20k,0
3.79,7.62,4.29,9,kaggle_20k,0
5.05,1.12,3.42,6,kaggle_20k,0
3.8,6.12,3.14,10,kaggle_20k,0
0.72,6.29,4.87,2,kaggle_20k,0
9.13,8.95,3.21,3,kaggle_20k,1
3.22,6.38,4.74,6,kaggle_20k,0
1.79,3.6399999999999997,5.03,1,kaggle_20k,0
1.76,9.969999999999999,5.41,9,kaggle_20k,0
9.76,10.84,7.99,8,kaggle_20k,1
1.67,9.67,6.09,5,kaggle_20k,0
3.79,9.03,9.9,10,kaggle_20k,0
1.14,10.55,9.63,3,kaggle_20k,0
7.49,4.54,9.87,7,kaggle_20k,1
6.17,5.45,5.89,8,kaggle_20k,0
5.57,6.58,3.31,7,kaggle_20k,0
8.63,7.14,9.02,1,kaggle_20k,1
5.95,4.13,6.04,7,kaggle_20k,1
9.58,5.07,7.49,8,kaggle_20k,1
6.42,3.76,8.9,9,kaggle_20k,1
3.87,6.6899999999999995,7.25,6,kaggle_20k,0
0.85,10.379999999999999,8.16,7,kaggle_20k,0
7.39,6.890000000000001,4.74,6,kaggle_20k,0
4.05,9.79,4.37,8,kaggle_20k,0
6.19,9.8,6.89,9,kaggle_20k,1
8.83,0.56,7.47,1,kaggle_20k,1
0.57,6.35,9.1,1,kaggle_20k,0
7.72,11.48,8.75,2,kaggle_20k,1
4.64,5.21,9.92,7,kaggle_20k,1
1.68,2.8899999999999997,9.76,4,kaggle_20k,0
6.03,3.29,7.36,8,kaggle_20k,1
5.56,8.28,6.52,7,kaggle_20k,1
8.5,11.31,8.32,6,kaggle_20k,1
5.45,7.109999999999999,4.83,1,kaggle_20k,0
8.36,5.4,5.47,5,kaggle_20k,1
5.67,6.01,8.37,10,kaggle_20k,1
4.75,7.040000000000001,9.65,3,kaggle_20k,1
4.03,7.93,9.27,2,kaggle_20k,1
2.15,13.2,3.51,3,kaggle_20k,0
6.05,4.68,4.62,1,kaggle_20k,0
5.67,0.99,4.91,10,kaggle_20k,1
9.77,8.07,5.68,7,kaggle_20k,1
4.42,8.27,3.5,10,kaggle_20k,0
4.5,8.77,4.62,10,kaggle_20k,0
2.06,8.030000000000001,8.01,5,kaggle_20k,0
6.18,6.91,4.71,2,kaggle_20k,0
8.55,9.4,9.6,9,kaggle_20k,1
2.86,5.45,5.96,5,kaggle_20k,1
0.59,8.52,3.7,4,kaggle_20k,0
7.07,2.34,8.9,2,kaggle_20k,1
0.8,10.77,9.41,4,kaggle_20k,1
4.39,5.71,9.5,3,kaggle_20k,1
6.32,6.34,6.46,2,kaggle_20k,0
4.17,8.94,9.44,8,kaggle_20k,1
2.98,6.83,7.96,10,kaggle_20k,0
8.09,9.43,4.37,6,kaggle_20k,1
3.36,2.32,6.73,9,kaggle_20k,0
2.21,11.87,6.03,4,kaggle_20k,0
4.19,11.06,6.16,7,kaggle_20k,0
1.75,12.690000000000001,5.89,10,kaggle_20k,0
7.06,5.46,4.23,8,kaggle_20k,1
7.25,7.47,5.73,3,kaggle_20k,1
0.64,6.47,6.58,7,kaggle_20k,0
7.1,1.31,5.0,9,kaggle_20k,1
3.34,1.18,4.24,2,kaggle_20k,0
6.73,3.32,4.39,1,kaggle_20k,1
7.21,13.3,4.35,3,kaggle_20k,1
3.14,8.83,6.13,3,kaggle_20k,0
2.26,5.7,4.46,7,kaggle_20k,0
8.35,11.850000000000001,8.02,2,kaggle_20k,1
7.52,10.969999999999999,5.35,4,kaggle_20k,1
8.45,5.45,9.58,3,kaggle_20k,1
4.64,10.46,3.44,4,kaggle_20k,0
4.84,3.48,5.17,5,kaggle_20k,0
3.77,5.140000000000001,8.17,4,kaggle_20k,0
5.24,7.43,7.79,7,kaggle_20k,0
6.64,5.55,5.94,4,kaggle_20k,1
8.24,9.809999999999999,9.09,10,kaggle_20k,1
2.24,12.43,3.5,1,kaggle_20k,0
4.35,2.44,6.56,7,kaggle_20k,0
4.88,6.37,4.4,10,kaggle_20k,0
5.14,11.17,5.62,3,kaggle_20k,0
5.65,3.41,7.89,7,kaggle_20k,1
8.12,2.49,3.69,4,kaggle_20k,1
8.92,8.11,3.31,3,kaggle_20k,1
2.01,3.7699999999999996,5.95,9,kaggle_20k,0
7.27,1.96,4.9,8,kaggle_20k,1
5.05,8.7,8.04,7,kaggle_20k,1
4.47,5.82,3.46,6,kaggle_20k,0
1.58,7.96,9.77,1,kaggle_20k,0
1.11,6.78,7.35,9,kaggle_20k,0
9.79,3.38,6.51,6,kaggle_20k,1
6.6,5.140000000000001,5.89,4,kaggle_20k,0
4.8,11.92,8.24,3,kaggle_20k,1
7.74,6.290000000000001,5.49,2,kaggle_20k,1
1.37,10.870000000000001,8.44,2,kaggle_20k,1
6.27,6.83,7.97,5,kaggle_20k,1
6.78,4.6,6.86,7,kaggle_20k,1
4.79,11.7,9.22,8,kaggle_20k,0
2.9,8.33,5.42,9,kaggle_20k,0
9.57,13.47,3.4,1,kaggle_20k,1
3.36,9.190000000000001,5.63,1,kaggle_20k,0
1.69,5.27,9.13,7,kaggle_20k,0
6.49,3.8600000000000003,3.54,1,kaggle_20k,0
5.96,7.12,8.34,2,kaggle_20k,0
7.67,9.11,8.78,7,kaggle_20k,1
7.66,12.02,6.0,10,kaggle_20k,0
6.39,2.12,4.36,6,kaggle_20k,0
2.47,9.51,5.49,9,kaggle_20k,0
8.93,11.12,5.79,5,kaggle_20k,1
2.86,5.9,9.53,3,kaggle_20k,0
1.39,6.62,4.99,6,kaggle_20k,0
3.36,9.26,9.81,1,kaggle_20k,1
5.09,3.69,3.76,7,kaggle_20k,0
2.47,6.6,9.82,9,kaggle_20k,0
3.67,3.25,4.56,8,kaggle_20k,0
5.38,12.77,4.17,9,kaggle_20k,0
3.57,12.29,3.84,1,kaggle_20k,0
1.35,7.119999999999999,5.21,3,kaggle_20k,0
2.37,0.76,7.32,3,kaggle_20k,1
8.04,4.88,7.66,5,kaggle_20k,1
9.57,5.92,5.59,6,kaggle_20k,1
1.91,6.85,4.62,6,kaggle_20k,0
6.97,10.76,9.97,9,kaggle_20k,1
9.1,5.59,4.89,1,kaggle_20k,1
3.34,6.3,5.65,1,kaggle_20k,0
8.38,5.31,6.37,7,kaggle_20k,1
9.1,6.859999999999999,8.18,5,kaggle_20k,1
3.35,11.04,4.06,1,kaggle_20k,0
1.04,4.3,4.86,1,kaggle_20k,0
9.21,1.84,9.98,5,kaggle_20k,1
3.64,10.62,8.78,9,kaggle_20k,0
0.63,8.040000000000001,6.11,4,kaggle_20k,0
5.01,9.55,3.76,3,kaggle_20k,1
1.6,4.3,9.07,5,kaggle_20k,0
9.07,4.04,8.48,2,kaggle_20k,1
1.97,5.18,7.06,5,kaggle_20k,0
3.39,1.41,5.83,10,kaggle_20k,0
8.01,3.31,9.55,5,kaggle_20k,1
8.16,11.39,5.07,8,kaggle_20k,1
9.06,6.529999999999999,5.25,7,kaggle_20k,1
5.23,6.48,9.13,3,kaggle_20k,1
9.87,7.35,7.38,2,kaggle_20k,1
5.4,9.48,9.66,7,kaggle_20k,1
8.01,4.49,7.52,7,kaggle_20k,1
3.94,8.649999999999999,3.23,5,kaggle_20k,0
9.44,8.05,4.24,4,kaggle_20k,1
7.01,7.62,4.97,6,kaggle_20k,0
1.23,1.3399999999999999,9.07,7,kaggle_20k,0
1.53,2.44,8.82,10,kaggle_20k,0
8.96,2.3899999999999997,8.53,10,kaggle_20k,1
8.19,7.6000000000000005,6.87,5,kaggle_20k,1
3.64,11.73,3.97,8,kaggle_20k,0
5.46,7.03,3.92,3,kaggle_20k,1
8.6,4.12,3.88,10,kaggle_20k,1
1.48,7.9399999999999995,8.98,5,kaggle_20k,1
1.81,8.84,3.99,5,kaggle_20k,0
7.3,6.87,8.66,6,kaggle_20k,1
1.28,3.15,8.91,7,kaggle_20k,0
3.85,10.02,3.74,7,kaggle_20k,0
2.89,11.03,9.31,2,kaggle_20k,1
7.72,6.459999999999999,9.28,2,kaggle_20k,1
0.52,7.109999999999999,7.47,1,kaggle_20k,0
1.6,3.33,6.59,9,kaggle_20k,0
1.44,8.65,7.53,4,kaggle_20k,0
3.52,7.46,5.83,2,kaggle_20k,1
2.71,8.67,7.12,8,kaggle_20k,0
2.67,9.82,9.79,8,kaggle_20k,0
4.02,11.899999999999999,3.79,6,kaggle_20k,0
2.53,8.7,4.64,2,kaggle_20k,0
1.51,7.29,6.67,7,kaggle_20k,0
6.04,12.61,4.81,1,kaggle_20k,1
9.54,7.0,9.95,7,kaggle_20k,1
6.27,4.74,8.04,5,kaggle_20k,1
7.69,8.940000000000001,6.04,2,kaggle_20k,1
9.74,5.35,9.32,1,kaggle_20k,1
1.96,8.99,4.01,4,kaggle_20k,0
4.87,5.81,5.02,6,kaggle_20k,1
6.03,9.280000000000001,9.69,8,kaggle_20k,1
3.56,8.53,6.9,3,kaggle_20k,0
6.32,13.51,9.44,3,kaggle_20k,1
6.43,7.19,9.89,3,kaggle_20k,1
8.5,8.04,5.52,8,kaggle_20k,1
8.41,4.88,7.04,2,kaggle_20k,1
1.85,4.390000000000001,8.93,9,kaggle_20k,1
2.1,13.61,4.91,6,kaggle_20k,0
2.61,7.51,6.13,6,kaggle_20k,0
2.98,3.53,4.07,4,kaggle_20k,0
5.86,8.95,7.57,7,kaggle_20k,0
3.61,9.85,3.03,2,kaggle_20k,0
9.55,4.64,6.15,5,kaggle_20k,1
1.62,12.120000000000001,9.5,9,kaggle_20k,0
2.84,9.43,9.28,1,kaggle_20k,1
8.75,8.26,8.63,6,kaggle_20k,1
6.05,8.39,3.99,7,kaggle_20k,0
5.7,3.3600000000000003,6.64,6,kaggle_20k,0
6.15,3.31,8.03,3,kaggle_20k,1
2.9,1.6600000000000001,3.71,9,kaggle_20k,0
7.73,8.55,4.03,1,kaggle_20k,1
5.22,11.84,3.28,10,kaggle_20k,0
0.9,6.23,5.26,10,kaggle_20k,0
2.18,7.1899999999999995,9.14,7,kaggle_20k,1
8.26,11.52,6.55,1,kaggle_20k,1
3.78,6.37,8.97,7,kaggle_20k,0
7.85,9.73,3.59,5,kaggle_20k,1
6.8,6.279999999999999,3.39,4,kaggle_20k,0
3.36,7.57,8.63,9,kaggle_20k,0
1.71,12.45,6.48,5,kaggle_20k,0
8.17,3.7699999999999996,6.3,5,kaggle_20k,0
6.61,9.86,6.33,3,kaggle_20k,1
3.36,5.77,5.67,4,kaggle_20k,0
5.47,4.4399999999999995,9.2,6,kaggle_20k,1
6.31,6.04,6.65,10,kaggle_20k,1
0.52,6.050000000000001,9.82,5,kaggle_20k,0
6.87,6.33,8.93,8,kaggle_20k,0
6.73,5.640000000000001,8.16,5,kaggle_20k,1
1.28,1.2999999999999998,7.45,2,kaggle_20k,0
7.98,6.4,8.85,3,kaggle_20k,1
8.34,2.87,9.17,5,kaggle_20k,1
3.26,10.120000000000001,3.93,2,kaggle_20k,0
2.04,9.35,5.52,4,kaggle_20k,0
7.02,11.19,8.64,6,kaggle_20k,1
1.67,9.620000000000001,4.55,1,kaggle_20k,0
8.65,7.4,7.1,2,kaggle_20k,1
5.06,7.0,8.46,4,kaggle_20k,1
9.14,4.65,4.57,4,kaggle_20k,1
6.6,5.5,5.81,9,kaggle_20k,1
3.21,9.219999999999999,9.41,9,kaggle_20k,1
4.95,9.17,5.49,3,kaggle_20k,0
5.53,0.97,7.23,6,kaggle_20k,1
8.24,3.9299999999999997,6.04,10,kaggle_20k,0
8.69,6.78,9.14,9,kaggle_20k,1
6.99,6.49,5.97,6,kaggle_20k,1
3.29,5.390000000000001,5.51,4,kaggle_20k,0
5.52,7.73,4.21,7,kaggle_20k,0
1.74,4.51,5.44,4,kaggle_20k,0
2.69,5.49,7.69,6,kaggle_20k,0
3.38,10.16,4.23,3,kaggle_20k,1
1.19,7.43,7.94,8,kaggle_20k,0
8.91,6.12,3.07,3,kaggle_20k,1
1.67,9.620000000000001,5.57,3,kaggle_20k,0
7.12,7.02,6.26,5,kaggle_20k,0
5.3,6.05,3.67,4,kaggle_20k,1
8.4,5.92,7.79,1,kaggle_20k,1
7.54,5.38,3.72,5,kaggle_20k,1
7.72,5.66,3.63,6,kaggle_20k,1
4.47,1.7200000000000002,5.58,10,kaggle_20k,1
8.42,7.98,8.17,2,kaggle_20k,1
1.4,10.25,9.75,10,kaggle_20k,0
4.72,6.35,8.43,4,kaggle_20k,1
9.95,7.13,6.26,9,kaggle_20k,1
9.51,7.1,4.91,9,kaggle_20k,1
1.28,2.21,5.11,6,kaggle_20k,0
5.94,10.73,4.99,3,kaggle_20k,1
3.5,8.65,4.95,7,kaggle_20k,0
7.42,5.66,3.48,1,kaggle_20k,0
7.49,7.050000000000001,4.54,10,kaggle_20k,1
0.5,4.64,3.76,8,kaggle_20k,0
8.54,10.2,3.05,7,kaggle_20k,1
2.62,8.06,5.0,3,kaggle_20k,0
9.68,8.57,5.47,8,kaggle_20k,1
9.1,3.08,9.49,2,kaggle_20k,1
2.31,4.55,9.96,9,kaggle_20k,0
6.55,6.22,7.06,6,kaggle_20k,1
3.32,11.0,9.31,2,kaggle_20k,0
1.48,0.98,7.33,2,kaggle_20k,0
8.8,3.99,6.48,1,kaggle_20k,1
2.22,7.8500000000000005,3.3,3,kaggle_20k,0
4.5,2.38,3.31,1,kaggle_20k,0
9.28,8.05,3.22,3,kaggle_20k,1
1.22,7.0,4.05,4,kaggle_20k,0
5.73,7.65,3.54,6,kaggle_20k,0
5.94,7.77,4.36,6,kaggle_20k,0
7.75,7.28,6.63,6,kaggle_20k,1
8.36,10.969999999999999,6.52,7,kaggle_20k,1
4.53,9.84,5.41,4,kaggle_20k,0
7.56,6.98,7.66,7,kaggle_20k,1
9.15,11.34,5.74,10,kaggle_20k,1
8.92,12.57,4.54,3,kaggle_20k,1
5.27,1.9000000000000001,7.85,9,kaggle_20k,1
6.27,10.4,9.86,10,kaggle_20k,0
6.89,8.41,8.67,1,kaggle_20k,1
8.28,5.26,5.9,9,kaggle_20k,1
5.32,8.620000000000001,5.63,10,kaggle_20k,0
1.56,4.32,3.27,7,kaggle_20k,0
4.16,3.4799999999999995,7.6,1,kaggle_20k,1
7.34,5.4,4.56,4,kaggle_20k,1
6.43,9.79,7.78,7,kaggle_20k,0
7.66,4.98,8.32,4,kaggle_20k,1
5.25,4.62,9.16,2,kaggle_20k,1
2.16,5.06,6.84,1,kaggle_20k,0
1.59,7.32,8.81,10,kaggle_20k,0
5.07,5.470000000000001,8.06,3,kaggle_20k,1
2.45,4.66,5.47,5,kaggle_20k,0
9.83,6.77,3.75,7,kaggle_20k,1
2.39,8.23,4.7,4,kaggle_20k,0
5.88,6.97,8.91,10,kaggle_20k,1
0.52,6.82,6.74,6,kaggle_20k,0
2.91,11.27,7.66,4,kaggle_20k,1
2.96,12.17,8.64,3,kaggle_20k,1
7.51,9.02,7.67,9,kaggle_20k,1
