date,session_ts,exe_name,total_seconds,q1_seconds,q2_seconds,q3_seconds,q4_seconds,dominant_q,predicted_q,window_title,feature_text,frequency_rank
2026-08-01,2026-08-01 11:24:30,zen.exe,2567,170,10,116,2271,3,3,Roblox experience,zen | web browser | game | browser | unknown | Roblox experience,11
2026-08-11,2026-08-11 11:18:49,winword.exe,680,25,631,6,18,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,12
2026-07-30,2026-07-30 09:15:57,slack.exe,1518,3,285,1068,162,2,2,stand-up messages,slack | app | communication | unknown | unknown | stand-up messages,10
2026-06-24,2026-06-24 09:11:26,zen.exe,2613,133,49,203,2228,3,1,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,5
2026-07-04,2026-07-04 15:56:43,zen.exe,1362,367,25,0,970,3,3,game guide,zen | web browser | game | browser | unknown | game guide,5
2026-08-08,2026-08-08 12:54:13,powerpnt.exe,1011,892,31,39,49,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,11
2026-07-06,2026-07-06 10:56:13,powerpnt.exe,953,933,1,1,18,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,2
2026-07-07,2026-07-07 14:58:31,zen.exe,1546,7,1339,185,15,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,2
2026-08-22,2026-08-22 09:08:05,slack.exe,2092,6,60,2025,1,2,2,project notifications,slack | app | communication | unknown | unknown | project notifications,5
2026-07-11,2026-07-11 16:42:09,zen.exe,2166,65,1914,7,180,1,1,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,1
2026-07-02,2026-07-02 15:16:48,code.exe,1702,45,1517,93,47,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,10
2026-06-02,2026-06-02 11:04:10,zen.exe,1614,31,279,103,1201,3,1,music video,zen | web browser | media | media | youtube | music video,2
2026-08-04,2026-08-04 13:08:08,excel.exe,2109,1941,77,4,87,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,9
2026-08-11,2026-08-11 15:45:08,zen.exe,1106,97,14,180,815,3,3,music video,zen | web browser | media | media | youtube | music video,7
2026-06-09,2026-06-09 14:44:09,excel.exe,1322,905,381,0,36,0,0,metrics worksheet,excel | app | office | unknown | unknown | metrics worksheet,10
2026-08-03,2026-08-03 11:47:14,zen.exe,221,9,8,3,201,3,3,game guide,zen | web browser | game | browser | unknown | game guide,3
2026-08-11,2026-08-11 12:48:34,slack.exe,1996,285,68,1604,39,2,2,project notifications,slack | app | communication | unknown | unknown | project notifications,10
2026-06-11,2026-06-11 13:14:38,code.exe,892,0,892,0,0,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,1
2026-07-29,2026-07-29 08:01:59,zen.exe,2601,310,1958,135,198,1,1,Stack Overflow question,zen | web browser | dev | dev | github | Stack Overflow question,9
2026-07-23,2026-07-23 15:49:50,excel.exe,2076,1391,667,0,18,0,0,training data review,excel | app | office | unknown | unknown | training data review,6
2026-08-19,2026-08-19 15:01:10,zen.exe,858,62,723,72,1,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,3
2026-07-14,2026-07-14 11:31:46,excel.exe,2014,1808,96,29,81,0,3,correction summary,excel | app | office | unknown | unknown | correction summary,10
2026-06-22,2026-06-22 12:00:41,limbuscompany.exe,1506,79,22,137,1268,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,4
2026-07-25,2026-07-25 10:10:36,code.exe,2691,0,2463,192,36,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,1
2026-08-22,2026-08-22 15:44:05,python.exe,1365,21,1026,90,228,1,3,Python test run,python | app | app | unknown | unknown | Python test run,10
2026-08-05,2026-08-05 09:41:19,powerpnt.exe,1691,1549,2,99,41,0,0,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,11
2026-08-21,2026-08-21 08:46:43,code.exe,1456,296,1157,1,2,1,2,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,12
2026-07-27,2026-07-27 14:35:17,python.exe,2149,50,1549,100,450,1,3,training script,python | app | app | unknown | unknown | training script,1
2026-07-16,2026-07-16 16:42:46,powerpnt.exe,1158,868,19,191,80,0,0,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,8
2026-07-02,2026-07-02 17:02:25,python.exe,847,146,691,0,10,1,1,training script,python | app | app | unknown | unknown | training script,2
2026-07-20,2026-07-20 12:18:33,zen.exe,277,12,231,2,32,1,3,Python documentation,zen | web browser | dev | dev | github | Python documentation,9
2026-07-02,2026-07-02 15:20:57,zen.exe,1568,1,1307,25,235,1,2,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,8
2026-06-04,2026-06-04 15:32:42,excel.exe,351,274,8,40,29,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,6
2026-06-24,2026-06-24 13:53:06,winword.exe,1476,13,1454,4,5,1,1,literature review,winword | app | office | unknown | unknown | literature review,11
2026-07-02,2026-07-02 14:27:05,zen.exe,2060,27,1928,42,63,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,5
2026-08-25,2026-08-25 20:06:52,zen.exe,744,18,1,67,658,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,10
2026-07-21,2026-07-21 11:00:59,code.exe,1276,5,1131,2,138,1,3,debugging session,code | app | dev | unknown | unknown | debugging session,6
2026-08-25,2026-08-25 13:38:01,zen.exe,585,29,543,0,13,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,3
2026-07-16,2026-07-16 10:07:15,zen.exe,1153,10,158,762,223,2,2,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,6
2026-06-08,2026-06-08 14:13:57,zen.exe,347,27,43,236,41,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,3
2026-06-13,2026-06-13 13:24:23,zen.exe,1526,59,129,22,1316,3,3,game guide,zen | web browser | game | browser | unknown | game guide,5
2026-07-31,2026-07-31 17:24:32,zen.exe,574,65,386,104,19,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,10
2026-07-17,2026-07-17 11:09:34,zen.exe,963,8,2,187,766,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,9
2026-07-07,2026-07-07 17:50:18,code.exe,1222,206,997,1,18,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,1
2026-06-17,2026-06-17 15:44:09,zen.exe,2693,2,6,813,1872,3,1,gaming community,zen | web browser | game | browser | unknown | gaming community,9
2026-07-04,2026-07-04 15:55:26,excel.exe,499,363,5,123,8,0,1,training data review,excel | app | office | unknown | unknown | training data review,11
2026-06-20,2026-06-20 15:12:11,zen.exe,651,3,635,8,5,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,12
2026-07-08,2026-07-08 09:25:15,zen.exe,2196,631,1540,22,3,1,0,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,9
2026-08-26,2026-08-26 10:02:10,python.exe,2484,26,2353,3,102,1,3,BeeAware - Live Productivity Engine,python | app | app | unknown | unknown | BeeAware - Live Productivity Engine,4
2026-07-22,2026-07-22 15:44:35,limbuscompany.exe,285,1,2,97,185,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,3
2026-08-12,2026-08-12 10:56:51,zen.exe,1426,104,3,2,1317,3,3,game guide,zen | web browser | game | browser | unknown | game guide,3
2026-08-01,2026-08-01 12:45:10,zen.exe,112,0,30,2,80,3,2,gaming community,zen | web browser | game | browser | unknown | gaming community,1
2026-07-06,2026-07-06 11:42:39,zen.exe,2500,74,152,2263,11,2,1,group discussion,zen | web browser | communication | social | discord | group discussion,12
2026-08-14,2026-08-14 17:44:43,zen.exe,2374,1,193,2067,113,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,8
2026-08-04,2026-08-04 15:18:00,zen.exe,2492,3,37,50,2402,3,0,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,7
2026-06-20,2026-06-20 12:39:38,python.exe,2017,15,1730,216,56,1,1,data processing job,python | app | app | unknown | unknown | data processing job,6
2026-08-13,2026-08-13 14:19:55,excel.exe,1791,1392,33,200,166,0,3,metrics worksheet,excel | app | office | unknown | unknown | metrics worksheet,12
2026-08-08,2026-08-08 15:14:20,zen.exe,1763,25,2,1394,342,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,11
2026-07-08,2026-07-08 13:21:10,zen.exe,2087,20,2052,14,1,1,3,Python documentation,zen | web browser | dev | dev | github | Python documentation,9
2026-06-19,2026-06-19 20:13:59,python.exe,981,125,737,83,36,1,1,data processing job,python | app | app | unknown | unknown | data processing job,6
2026-06-03,2026-06-03 09:28:20,excel.exe,2656,2655,1,0,0,0,0,training data review,excel | app | office | unknown | unknown | training data review,7
2026-06-30,2026-06-30 13:18:20,winword.exe,1881,301,1384,39,157,1,1,Research report,winword | app | office | unknown | unknown | Research report,4
2026-08-03,2026-08-03 10:56:06,python.exe,1298,77,1053,82,86,1,1,training script,python | app | app | unknown | unknown | training script,12
2026-07-15,2026-07-15 08:45:32,zen.exe,2649,71,10,127,2441,3,1,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,7
2026-06-15,2026-06-15 16:58:13,powerpnt.exe,2134,2012,0,2,120,0,0,Course presentation,powerpnt | app | office | unknown | unknown | Course presentation,4
2026-07-31,2026-07-31 12:13:28,code.exe,1391,90,1299,0,2,1,0,debugging session,code | app | dev | unknown | unknown | debugging session,8
2026-07-09,2026-07-09 20:14:58,python.exe,742,0,661,77,4,1,1,data processing job,python | app | app | unknown | unknown | data processing job,2
2026-06-05,2026-06-05 16:02:04,zen.exe,979,4,311,9,655,3,3,game guide,zen | web browser | game | browser | unknown | game guide,2
2026-07-31,2026-07-31 16:46:05,zen.exe,2023,87,1861,72,3,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,2
2026-08-25,2026-08-25 17:36:32,zen.exe,2304,385,54,56,1809,3,3,music video,zen | web browser | media | media | youtube | music video,12
2026-08-10,2026-08-10 15:13:21,winword.exe,601,32,434,43,92,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,4
2026-06-10,2026-06-10 10:20:01,powerpnt.exe,507,476,1,30,0,0,3,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,5
2026-08-26,2026-08-26 19:02:58,powerpnt.exe,1841,1306,31,246,258,0,3,Course presentation,powerpnt | app | office | unknown | unknown | Course presentation,12
2026-07-20,2026-07-20 09:19:00,zen.exe,1753,1,183,1565,4,2,3,community notifications,zen | web browser | communication | social | discord | community notifications,7
2026-08-03,2026-08-03 14:33:12,zen.exe,960,45,911,2,2,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,4
2026-07-21,2026-07-21 10:24:23,excel.exe,2527,1837,646,37,7,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,6
2026-08-05,2026-08-05 14:52:39,zen.exe,1926,38,69,1740,79,2,2,Discord project chat,zen | web browser | communication | social | discord | Discord project chat,11
2026-06-26,2026-06-26 16:17:26,excel.exe,1602,1324,81,49,148,0,3,training data review,excel | app | office | unknown | unknown | training data review,6
2026-06-27,2026-06-27 16:10:00,slack.exe,2426,410,34,1944,38,2,2,stand-up messages,slack | app | communication | unknown | unknown | stand-up messages,4
2026-07-15,2026-07-15 15:58:46,excel.exe,2297,1843,215,43,196,0,0,training data review,excel | app | office | unknown | unknown | training data review,11
2026-07-30,2026-07-30 09:37:51,zen.exe,86,0,0,0,86,3,3,game guide,zen | web browser | game | browser | unknown | game guide,9
2026-06-18,2026-06-18 20:13:50,zen.exe,1485,192,1169,26,98,1,1,scikit-learn guide,zen | web browser | dev | dev | github | scikit-learn guide,10
2026-06-04,2026-06-04 13:32:33,zen.exe,2110,2,12,132,1964,3,1,music video,zen | web browser | media | media | youtube | music video,9
2026-08-26,2026-08-26 12:09:01,zen.exe,374,38,0,336,0,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,11
2026-06-24,2026-06-24 20:36:19,winword.exe,2582,465,1930,30,157,1,1,Research report,winword | app | office | unknown | unknown | Research report,1
2026-06-30,2026-06-30 11:52:21,powerpnt.exe,2209,1959,31,7,212,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,4
2026-08-25,2026-08-25 12:04:09,limbuscompany.exe,2112,72,138,82,1820,3,1,LimbusCompany,limbuscompany | app | game | unknown | unknown | LimbusCompany,9
2026-07-14,2026-07-14 08:01:13,python.exe,476,6,469,1,0,1,1,training script,python | app | app | unknown | unknown | training script,7
2026-08-01,2026-08-01 09:33:46,winword.exe,2269,67,2101,52,49,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,11
2026-07-01,2026-07-01 15:15:43,excel.exe,243,196,0,47,0,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,6
2026-08-18,2026-08-18 15:19:44,powerpnt.exe,2512,1804,153,539,16,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,7
2026-07-04,2026-07-04 21:29:46,excel.exe,2576,2138,210,94,134,0,0,training data review,excel | app | office | unknown | unknown | training data review,12
2026-07-03,2026-07-03 13:51:14,zen.exe,1508,56,3,104,1345,3,3,Roblox experience,zen | web browser | game | browser | unknown | Roblox experience,7
2026-06-19,2026-06-19 19:42:23,limbuscompany.exe,530,0,0,65,465,3,3,LimbusCompany update,limbuscompany | app | game | unknown | unknown | LimbusCompany update,7
2026-08-25,2026-08-25 15:24:06,zen.exe,1068,19,955,8,86,1,2,scikit-learn guide,zen | web browser | dev | dev | github | scikit-learn guide,8
2026-08-24,2026-08-24 11:17:35,limbuscompany.exe,164,6,3,4,151,3,3,LimbusCompany,limbuscompany | app | game | unknown | unknown | LimbusCompany,6
2026-08-03,2026-08-03 14:12:20,powerpnt.exe,1023,852,122,31,18,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,1
2026-08-15,2026-08-15 14:27:58,zen.exe,2321,134,2124,46,17,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,4
2026-07-02,2026-07-02 13:49:53,code.exe,1277,8,1076,91,102,1,3,debugging session,code | app | dev | unknown | unknown | debugging session,5
2026-08-01,2026-08-01 15:58:24,zen.exe,972,172,2,148,650,3,1,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,3
2026-08-03,2026-08-03 19:57:41,winword.exe,1004,4,718,276,6,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,12
2026-07-20,2026-07-20 08:09:52,powerpnt.exe,525,465,43,16,1,0,3,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,2
2026-06-24,2026-06-24 11:02:32,zen.exe,2659,168,598,1889,4,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,2
2026-07-02,2026-07-02 15:35:25,python.exe,232,11,179,33,9,1,1,Python test run,python | app | app | unknown | unknown | Python test run,7
2026-06-16,2026-06-16 12:49:35,powerpnt.exe,909,798,6,46,59,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,2
2026-07-08,2026-07-08 14:53:15,slack.exe,1904,5,8,1852,39,2,2,course group chat,slack | app | communication | unknown | unknown | course group chat,5
2026-08-07,2026-08-07 09:36:06,zen.exe,542,28,18,475,21,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,8
2026-06-11,2026-06-11 15:26:27,limbuscompany.exe,2055,1,382,40,1632,3,0,LimbusCompany update,limbuscompany | app | game | unknown | unknown | LimbusCompany update,10
2026-07-06,2026-07-06 13:54:33,winword.exe,727,9,660,1,57,1,1,project write-up,winword | app | office | unknown | unknown | project write-up,7
2026-07-21,2026-07-21 18:23:04,zen.exe,2041,259,39,1736,7,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,7
2026-07-03,2026-07-03 17:26:25,zen.exe,812,13,58,93,648,3,3,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,11
2026-08-04,2026-08-04 14:31:56,zen.exe,609,7,602,0,0,1,3,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,5
2026-07-22,2026-07-22 19:09:30,zen.exe,637,10,500,122,5,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,1
2026-06-05,2026-06-05 11:32:59,winword.exe,1674,192,1390,19,73,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,3
2026-06-27,2026-06-27 19:57:50,excel.exe,832,635,123,70,4,0,0,training data review,excel | app | office | unknown | unknown | training data review,6
2026-06-06,2026-06-06 10:31:11,zen.exe,1714,58,263,245,1148,3,1,Online game session,zen | web browser | game | browser | unknown | Online game session,9
2026-06-13,2026-06-13 19:48:39,powerpnt.exe,1502,1185,70,155,92,0,0,project pitch deck,powerpnt | app | office | unknown | unknown | project pitch deck,10
2026-06-02,2026-06-02 15:21:47,zen.exe,58,0,58,0,0,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,12
2026-08-13,2026-08-13 14:39:12,code.exe,917,92,709,95,21,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,6
2026-06-26,2026-06-26 17:46:39,python.exe,1711,80,1613,17,1,1,1,training script,python | app | app | unknown | unknown | training script,12
2026-07-18,2026-07-18 11:57:20,powerpnt.exe,2638,2583,14,5,36,0,0,data mining slides,powerpnt | app | office | unknown | unknown | data mining slides,5
2026-07-14,2026-07-14 18:41:35,limbuscompany.exe,1015,49,25,16,925,3,3,game launcher,limbuscompany | app | game | unknown | unknown | game launcher,8
2026-06-16,2026-06-16 08:53:35,zen.exe,480,7,6,462,5,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,6
2026-08-05,2026-08-05 15:35:04,winword.exe,1653,6,1514,37,96,1,1,Research report,winword | app | office | unknown | unknown | Research report,9
2026-07-09,2026-07-09 19:30:16,limbuscompany.exe,1145,0,49,21,1075,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,12
2026-06-05,2026-06-05 14:00:53,zen.exe,2648,81,555,37,1975,3,1,gaming community,zen | web browser | game | browser | unknown | gaming community,5
2026-07-07,2026-07-07 15:58:32,slack.exe,1771,128,103,1180,360,2,2,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,4
2026-07-21,2026-07-21 16:42:11,winword.exe,1482,1,1384,89,8,1,1,literature review,winword | app | office | unknown | unknown | literature review,7
2026-07-06,2026-07-06 13:41:49,winword.exe,2040,196,1683,17,144,1,1,project write-up,winword | app | office | unknown | unknown | project write-up,8
2026-06-20,2026-06-20 09:42:54,limbuscompany.exe,1248,153,37,0,1058,3,3,LimbusCompany update,limbuscompany | app | game | unknown | unknown | LimbusCompany update,6
2026-08-10,2026-08-10 16:39:57,code.exe,1913,18,1850,17,28,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,2
2026-07-22,2026-07-22 11:21:36,code.exe,2363,321,1735,14,293,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,4
2026-06-22,2026-06-22 11:08:20,code.exe,717,53,556,15,93,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,6
2026-07-06,2026-07-06 17:38:59,zen.exe,436,22,353,40,21,1,0,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,8
2026-06-27,2026-06-27 18:19:51,slack.exe,1978,314,55,1332,277,2,2,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,4
2026-07-15,2026-07-15 11:40:23,zen.exe,1506,18,93,9,1386,3,3,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,2
2026-06-30,2026-06-30 15:49:46,slack.exe,1412,86,0,1306,20,2,0,Team project discussion,slack | app | communication | unknown | unknown | Team project discussion,10
2026-06-08,2026-06-08 15:23:58,zen.exe,386,25,351,2,8,1,3,scikit-learn guide,zen | web browser | dev | dev | github | scikit-learn guide,2
2026-08-13,2026-08-13 11:08:36,zen.exe,2545,116,40,23,2366,3,3,YouTube tutorial,zen | web browser | media | media | youtube | YouTube tutorial,11
2026-07-14,2026-07-14 14:57:41,excel.exe,382,378,1,3,0,0,0,metrics worksheet,excel | app | office | unknown | unknown | metrics worksheet,5
2026-06-05,2026-06-05 14:52:08,zen.exe,1265,69,92,34,1070,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,4
2026-06-29,2026-06-29 10:35:13,zen.exe,1199,4,237,920,38,2,2,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,12
2026-07-07,2026-07-07 13:03:30,zen.exe,2353,107,2022,63,161,1,1,calendar planning,zen | web browser | productivity | productivity | google_docs | calendar planning,6
2026-07-28,2026-07-28 15:32:24,limbuscompany.exe,2395,115,9,11,2260,3,3,game session,limbuscompany | app | game | unknown | unknown | game session,6
2026-08-06,2026-08-06 16:11:53,code.exe,1688,19,1365,300,4,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,2
2026-07-04,2026-07-04 19:11:49,winword.exe,823,67,641,112,3,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,6
2026-08-17,2026-08-17 16:48:14,winword.exe,2306,519,1741,10,36,1,1,assignment draft,winword | app | office | unknown | unknown | assignment draft,5
2026-06-02,2026-06-02 17:56:35,zen.exe,1074,84,1,113,876,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,12
2026-07-28,2026-07-28 16:42:18,zen.exe,1991,186,1416,143,246,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,12
2026-07-03,2026-07-03 10:46:54,zen.exe,1310,236,22,989,63,2,1,group discussion,zen | web browser | communication | social | discord | group discussion,9
2026-08-05,2026-08-05 16:47:36,zen.exe,2669,2,2526,28,113,1,3,Python documentation,zen | web browser | dev | dev | github | Python documentation,6
2026-07-10,2026-07-10 14:04:17,code.exe,1676,154,1393,126,3,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,1
2026-06-03,2026-06-03 09:10:04,zen.exe,2153,112,1855,39,147,1,1,Google Docs research notes,zen | web browser | productivity | productivity | google_docs | Google Docs research notes,2
2026-08-20,2026-08-20 20:28:27,zen.exe,492,37,0,455,0,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,11
2026-06-12,2026-06-12 16:02:12,code.exe,1883,76,1442,138,227,1,0,debugging session,code | app | dev | unknown | unknown | debugging session,10
2026-08-20,2026-08-20 12:33:08,code.exe,1180,110,1023,35,12,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,3
2026-07-13,2026-07-13 16:04:03,zen.exe,456,39,402,8,7,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,4
2026-06-25,2026-06-25 20:22:14,code.exe,2585,151,2178,175,81,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,3
2026-08-14,2026-08-14 15:01:40,winword.exe,206,0,181,25,0,1,3,Research report,winword | app | office | unknown | unknown | Research report,2
2026-08-15,2026-08-15 08:28:02,powerpnt.exe,940,881,43,8,8,0,3,BeeAware proposal,powerpnt | app | office | unknown | unknown | BeeAware proposal,6
2026-06-09,2026-06-09 14:34:34,zen.exe,1308,2,27,67,1212,3,3,Online game session,zen | web browser | game | browser | unknown | Online game session,5
2026-08-08,2026-08-08 17:53:51,zen.exe,139,0,138,0,1,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,3
2026-08-07,2026-08-07 13:02:36,zen.exe,104,0,1,3,100,3,3,YouTube entertainment,zen | web browser | media | media | youtube | YouTube entertainment,7
2026-06-16,2026-06-16 09:23:11,code.exe,590,0,569,18,3,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,12
2026-08-18,2026-08-18 15:36:51,zen.exe,1805,297,65,1375,68,2,2,community notifications,zen | web browser | communication | social | discord | community notifications,12
2026-08-19,2026-08-19 10:56:27,zen.exe,1200,286,92,802,20,2,1,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,4
2026-07-01,2026-07-01 16:26:03,code.exe,493,0,439,38,16,1,1,model evaluation,code | app | dev | unknown | unknown | model evaluation,7
2026-08-15,2026-08-15 15:22:40,zen.exe,575,25,518,1,31,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,11
2026-07-10,2026-07-10 19:24:48,excel.exe,59,45,2,0,12,0,0,correction summary,excel | app | office | unknown | unknown | correction summary,4
2026-07-20,2026-07-20 15:18:59,zen.exe,501,43,110,338,10,2,0,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,2
2026-07-01,2026-07-01 17:42:58,excel.exe,1086,955,55,24,52,0,0,training data review,excel | app | office | unknown | unknown | training data review,7
2026-08-24,2026-08-24 11:11:16,winword.exe,241,4,222,0,15,1,2,assignment draft,winword | app | office | unknown | unknown | assignment draft,4
2026-06-02,2026-06-02 14:13:36,limbuscompany.exe,1764,140,395,1,1228,3,3,LimbusCompany,limbuscompany | app | game | unknown | unknown | LimbusCompany,3
2026-08-01,2026-08-01 14:57:41,code.exe,1058,5,975,72,6,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,11
2026-08-06,2026-08-06 11:23:55,winword.exe,1898,0,1895,1,2,1,1,literature review,winword | app | office | unknown | unknown | literature review,2
2026-07-23,2026-07-23 16:03:13,zen.exe,2279,13,66,1571,629,2,0,Messenger conversation,zen | web browser | communication | social | discord | Messenger conversation,5
2026-06-18,2026-06-18 08:59:46,excel.exe,2397,2379,0,7,11,0,0,Dataset analysis,excel | app | office | unknown | unknown | Dataset analysis,6
2026-06-01,2026-06-01 16:08:20,python.exe,2061,127,1586,192,156,1,1,training script,python | app | app | unknown | unknown | training script,7
2026-06-20,2026-06-20 10:39:39,code.exe,1056,21,974,25,36,1,1,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,11
2026-08-05,2026-08-05 16:40:07,zen.exe,1559,4,334,20,1201,3,3,recommended videos,zen | web browser | media | media | youtube | recommended videos,3
2026-06-30,2026-06-30 19:25:08,code.exe,2496,83,1669,650,94,1,0,BeeAware project,code | app | dev | unknown | unknown | BeeAware project,11
2026-07-03,2026-07-03 10:52:16,zen.exe,1586,105,1127,38,316,1,1,Google Drive project files,zen | web browser | productivity | productivity | google_docs | Google Drive project files,9
2026-07-11,2026-07-11 14:22:39,winword.exe,104,4,96,0,4,1,2,literature review,winword | app | office | unknown | unknown | literature review,4
2026-08-26,2026-08-26 15:20:46,zen.exe,2404,15,414,283,1692,3,3,gaming community,zen | web browser | game | browser | unknown | gaming community,11
2026-08-01,2026-08-01 16:40:18,zen.exe,2494,319,1905,97,173,1,1,Python documentation,zen | web browser | dev | dev | github | Python documentation,1
2026-08-12,2026-08-12 20:44:56,zen.exe,203,8,148,44,3,1,1,online assignment brief,zen | web browser | productivity | productivity | google_docs | online assignment brief,9
2026-08-25,2026-08-25 11:47:39,code.exe,2460,228,2146,20,66,1,1,debugging session,code | app | dev | unknown | unknown | debugging session,2
2026-06-25,2026-06-25 11:29:36,code.exe,2191,208,1750,145,88,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,10
2026-07-20,2026-07-20 19:09:47,code.exe,1866,43,1373,371,79,1,1,data preparation,code | app | dev | unknown | unknown | data preparation,7
2026-07-11,2026-07-11 14:13:12,python.exe,145,2,139,0,4,1,3,Python test run,python | app | app | unknown | unknown | Python test run,6
2026-06-12,2026-06-12 15:23:43,winword.exe,2454,1,1825,594,34,1,1,project write-up,winword | app | office | unknown | unknown | project write-up,6
2026-08-06,2026-08-06 15:12:14,zen.exe,1426,0,13,1345,68,2,2,group discussion,zen | web browser | communication | social | discord | group discussion,10
2026-08-18,2026-08-18 11:01:41,powerpnt.exe,2268,2092,17,159,0,0,0,Course presentation,powerpnt | app | office | unknown | unknown | Course presentation,11
2026-08-21,2026-08-21 11:31:57,zen.exe,794,3,696,88,7,1,3,github.com BeeAware repository,zen | web browser | dev | dev | github | github.com BeeAware repository,10
